attr1	attr2	cluster
-6.4285706072278535	-7.784725201004471	0
1.1385978094877014	1.8394050426529267	3
0.28597963769139545	-3.3134993409779168	2
5.082734287281062	-3.3341829425934293	1
0.8542000047895613	-10.567260865581062	0
0.698879008847533	1.4425604260185891	3
4.9937413429354045	-5.821444491202229	1
-1.8238946718042346	-4.78427408104198	2
-4.427390100998714	-4.366158042627649	2
4.8707658879036675	-2.979881913754925	1
1.4591865686628784	-0.014718999694526502	2
0.39840088577743105	0.8941692570699971	2
-1.663075609927712	-8.751777827316666	0
-0.04633429393070343	-3.4613907382574967	2
0.01147740635443395	2.969102889180456	3
1.1064962950115655	3.410531780717729	3
2.828448377184935	4.173474976852387	3
-2.117175526260281	-3.485190878228061	2
5.96869349009932	-6.916505419770287	1
-2.454330031834939	-2.8170979480608525	2
1.8200286631890201	1.5804932162909933	3
-2.547356240526022	-8.103169606677724	0
0.08862538716630564	-7.8280457853156715	0
0.25922535935110336	-5.575486300539583	2
3.9551281778885747	-4.549250745844115	1
-2.6866716801946207	-4.968913119177841	0
-1.2858802497967414	-3.0225544167252116	2
-0.13194279927849872	-8.227370378309082	0
-0.9050087988691947	-7.476288415982569	0
-1.795496581019822	-6.856455416915666	0
-1.089716335481648	-2.360637961529437	2
0.027918990759279727	3.9974826603417526	3
-4.3559592967056115	-9.81850177356173	0
6.328418288245159	-4.4214894590067555	1
-1.4161292569404846	-11.67888272056622	0
-1.460681691214234	1.0149507830566442	3
0.7613177501023269	-8.615199379587834	0
6.685153595102489	-4.857482205281221	1
0.7493192745258046	2.3806976899462926	3
-0.49840308826893664	-2.009851776787963	2
5.894452163228328	-7.273025939898662	1
0.8627649996694808	-1.4482978880949098	2
-0.23220813004692498	2.6362914933611834	3
-2.95117426137298	-1.152963950061519	2
-0.5883369853038487	-9.007031245289413	0
6.621722843704528	-3.6469446882591896	1
-4.966369799278041	-9.916431932238334	0
4.338298037688706	-5.542272746307996	1
-2.863047944004865	0.9689917028826294	3
-1.5783447051380661	2.3990515329041897	3
8.804070805064192	-4.898967703612402	1
-0.7087435748505205	-2.095925445624742	2
-0.123069828723265	-5.2275099616753655	2
6.06057721173263	-6.440406566484354	1
3.6500336531079025	0.9543958183516832	3
-3.985514644556516	-8.55800372468524	0
7.27979694206727	-3.9416764877367445	1
1.6494513790844039	-3.8470651064314016	2
-0.06556065122212595	-5.674578904427681	2
0.6746264617989113	-1.751216065292478	2
1.9397850533063021	1.735129020859608	3
4.840941357704712	-3.5472421922223	1
2.524868250239887	-2.474388876788091	2
6.150582145223316	-4.88079800831695	1
-1.0894334119208136	-5.469848593184532	2
-0.47352473544993523	2.2576862125266794	3
-3.8032775764639624	-3.5886551602264105	2
-4.0530432901666735	-6.69842513908032	0
0.6083701634946972	1.3665231427853322	3
8.317827227812995	-0.6215458259019027	1
0.25769109974446486	1.685314972780406	3
3.0578356584065776	-0.1757072323387745	3
-2.566163701928587	-11.036264181658414	0
3.0099269241409563	-4.739534885653212	1
-5.238172237305241	-5.83962496474677	0
-0.7901511476586521	-3.717887454786697	2
-1.3253938897140523	-4.6072490776612804	2
8.2529444013722	-2.3973441132788516	1
4.149289974699092	-9.161541910849703	1
6.083679328056387	-2.482358565000262	1
-0.057219629956265505	-3.6695243566359896	2
1.1429517066723487	-6.061719263089767	0
0.19660466398676046	-3.774014891161961	2
0.3224337627305895	1.4547269170925952	3
0.49520388635953144	5.0109295233094375	3
1.3855244178461863	6.087781802293485	3
6.7530399582734475	-2.7886847646619066	1
0.40061192667832246	4.402971872284162	3
-1.3842013229198629	-4.7704098175345875	2
-0.9624411790302876	0.12564986988377314	3
-1.9938955412624482	-7.499517791902758	0
-4.747894276891217	-8.567044168486653	0
5.738613530503475	-1.5150614843667372	1
7.910847562444861	-4.722865846713861	1
-1.5134973602083928	-8.953698465012025	0
-3.0782974617390075	1.4714689505125382	3
8.257851539560157	-4.756768129168651	1
0.06734857842047126	-3.5132316103586465	2
-3.03406064817755	-9.19090895365982	0
6.726073598093743	-4.283304377610296	1
-3.4399911868698094	6.876431152339726	3
2.124319011707593	-3.9363060707099407	2
0.6687590076507182	-3.7760628848513558	2
-0.6247718477707156	-1.9859650515599654	3
2.2655907420971433	2.707560408471327	3
1.2413769161017796	-4.442934752175916	2
-0.9776487524034363	-9.027846724258126	0
-0.10130648212322935	2.552505796986458	3
-2.7916729759435137	-3.0809579770660274	2
4.789185710563673	-4.674991279668273	1
-1.127708716551917	-4.630546201668291	2
5.8816254152188385	-4.839694442067539	1
1.6698743135025376	3.040957101884066	3
7.298030118290184	-0.8315795868662859	1
2.364873993225522	-4.192779334179469	2
-0.28683205956002134	2.250309611534568	3
-1.80192079474551	-9.405318520552555	0
-4.249661222830497	-6.425049622828598	2
-4.576382753398484	-8.172582919664551	0
-1.8318763849901862	-7.866914793364153	0
3.3673884803309626	-4.96345308729574	1
6.345390413941758	-3.8315794797788483	1
0.881731693025845	-3.3412351842358934	2
-1.7376103958220013	-4.979393873003495	2
-0.6762734016812963	2.9053109352038544	3
1.3171964493332378	-4.2694293627575055	2
5.56195825969423	-3.9438342211045576	1
-0.984750681718091	-6.847483397999413	2
5.032682945282291	-5.015879558789358	1
-0.37672297589289083	2.196350702897149	3
-3.1746279020130532	-5.231215210410861	2
5.347967985175051	-6.312132804564943	1
0.37877739217341855	-3.017197624563809	2
2.9228298881744808	4.305071072468715	3
-0.45462195649264536	-1.2420592473998942	2
-3.688346259789652	-2.9084039261221344	2
2.192331904278527	4.883617570877388	3
6.40866363024107	-2.191119671053921	1
9.43621402958755	-5.087392416644709	1
-0.4949628170504877	-3.100288077343459	2
4.72171930132351	-4.049430900052302	1
-2.184463613564382	-10.83825192574194	0
2.5677531749332902	2.904369194390465	3
4.881305163518106	-3.749423163640885	1
-0.8805053838475952	-8.478815623790034	0
-3.5136839320326354	-11.25547029049676	0
0.5800814109993793	-3.9791084417797666	2
-2.6641876477583564	-9.420915824218268	0
-6.5058384418206705	-9.524977778545821	0
-3.324822975220127	-12.791964208789809	0
1.2753745181250058	-8.30372285256069	0
7.59181543422518	-3.501455759048091	1
0.1656945440308426	-6.0084448423551	2
3.121257496481991	2.9410293211741845	3
1.0460016859103174	0.6833493030585194	3
-2.8303670929782787	-9.08770743742784	0
4.667390217748324	-6.001889009512115	1
-3.473470677125306	-9.106588047816123	0
2.374334157960207	-4.097303932911827	2
-0.09400209955793803	-4.577456232699182	2
0.220964586295481	-9.175416108206104	0
-1.8080124478232293	2.9724801657755506	3
1.3555888290743852	-0.3809043479857448	3
-2.3320667070738907	-6.105877444879473	0
6.572105997244629	-4.582464493724304	1
0.3095013009213905	-4.291419183594993	2
4.652632794816924	-1.082948727111353	1
-0.9722174274396536	-7.580665261460013	0
0.09441240007240975	2.0270483328541595	3
4.473818001870754	0.7663661278587248	3
-0.6466102958664537	2.2735729799612643	3
-1.6099430722558936	-4.473801518262175	2
1.2978195458110287	4.546357964788426	3
2.282171373061428	2.1056404170752003	3
0.5193918267030253	-4.597404853123805	2
-1.9489064703108805	-4.65704262526029	2
-2.0927990560085226	-2.6357883039128103	2
-3.314753725813112	-2.9201119949533405	2
2.918763654677858	-0.20240290166528485	3
1.7192877665484705	3.954175821119913	3
1.226069517164179	1.0316051604739347	3
0.6348273318087045	-9.39088546469125	0
-2.212663393267895	-7.101892636352005	2
1.4673187143389592	2.3421085283002485	3
5.2631635273822415	-5.739535642229139	1
-2.130590890658319	-7.778635019141036	0
2.054272184418231	-5.619933788257156	2
-1.357241125854797	-6.9887140426573335	0
-2.2323340525756494	-3.148183545391932	2
3.320698192412502	-2.8360298685246645	1
-1.764192020113577	-0.026726149842312363	3
6.691929064021414	-4.108148712542476	1
-1.2803288286626757	-2.2530623319168335	2
5.965415544868735	-2.1458191037527694	1
-2.124489587535486	-6.778066300051533	0
0.2249330851409459	-3.5999159357499124	2
-4.486999296177283	-3.589664452230115	2
-0.1555972545411981	0.3212093206200608	3
-3.530224315123729	-8.762562236855157	0
0.9788717011007698	1.9510769964610506	3
0.9206752800836615	-6.1945881994169	2
-4.27350262036542	-8.16307477599329	0
-0.3309271508619187	-9.74662598106126	0
1.6932354763068118	3.8569371338138136	3
-2.5355133379744723	-1.8183064711245849	2
7.1659422795398955	-4.777931921512336	1
-0.6127928364541206	3.8642857563044704	3
6.06287308034675	-1.9424327072849166	1
-2.472751212515661	-10.694518921954009	0
-3.7482195928937445	-9.423394166359227	0
-0.11593380431343225	-3.028237426440265	2
-1.0492824933147185	-6.690421152821954	2
0.8795589827801709	-2.6194101729959893	3
-1.298593942641965	-4.757175789704611	2
2.7691448004999546	-1.7965510217317289	2
1.3920029852509022	2.0187938399862713	3
-1.949550288747759	-9.110700469580438	0
-1.500666021959458	1.4528230831782254	3
-1.4868452601571553	-8.38496791262086	0
5.638870418128979	-2.2409459431974628	1
0.6470504793480016	2.8867762613580124	3
-0.447339169015291	-6.141448782601925	0
6.502312642258981	-2.93737652722939	1
-1.2375174932990385	-3.189416580501253	2
0.9544594860233985	2.4882029437670217	3
1.152991733799599	-5.061379556171991	2
3.105228944134908	5.559102994305492	3
0.9915922532308779	-5.9756082067421605	2
5.811117610751867	-3.959462072009243	1
-4.881414706968497	-5.048943664488738	2
-0.6500176706009906	-3.5766305034492634	2
-3.589895020254193	-3.3130214939155427	2
1.7594085865061424	3.4030359850122673	3
-0.505475894473026	1.201518426934818	3
-3.7034658848169513	-3.3611763321948356	2
-0.9293045353906034	-10.842419621002717	0
6.559377106547343	-2.425413647203303	1
1.1236835041269022	-3.4774225635953586	2
2.000404998913285	4.831329603563692	3
6.302315489076251	-4.493400247763969	1
-2.585276911921601	-5.117215107359512	2
1.6941355781923222	-9.735242843720288	0
-0.7098322533372152	-7.20382408860416	0
-0.19681528452793473	-8.406289859775429	0
-0.4080424317884953	4.042796041989662	3
-0.4736670831031571	-7.6632252254702	0
-4.38720424845984	-10.377495998767307	0
5.498615676368788	-4.742444656013483	1
-2.8923451239744793	-6.278605689208529	2
1.2822401425990035	3.1238387638147964	3
3.366859846059513	-6.930602406304895	1
-4.803140306123055	-8.616600680150466	0
1.147538400287091	1.0740446614156682	3
5.768163099437759	-5.88411567877354	1
1.6737971855039122	5.32524180659712	3
4.479093036116779	-4.5830534961984615	1
-0.3440817063650643	-2.2256321760632893	2
-0.056883412523441756	2.706490152041715	3
6.1608655968201855	-5.527157580855586	1
-0.7267897056362997	0.801559162537655	3
0.3567558610425351	2.4965139926052125	3
5.6693986942725125	-4.009199454414005	1
-4.988468158585652	-2.342058215975057	2
6.0019382043573595	-2.160329223487246	1
4.809832173698806	-3.934850719218621	1
-2.2199873484874812	-2.422015908235139	2
-0.32875473353533513	-6.448142392829528	0
4.494501069683771	-5.074448070175665	1
1.8007772736656746	2.079794205842208	3
-0.4330841621236734	-4.12742805917544	2
-3.0142562506944106	-6.303936561899895	0
4.770181976772842	-2.3040041843777015	1
0.4064090473019877	-7.879705976322091	0
-2.5075438190110737	-8.522182466998318	0
4.904850007065738	-4.593922013853048	1
1.9531634533249935	2.133727204912982	3
-0.7234556591481822	-7.9353023773396965	0
1.25430184396963	-4.1737455871581846	2
-1.9251797899745418	-5.14863811861834	2
-1.0415750895048088	1.5279336958735887	3
7.94037251163326	-2.8279160583574696	1
-1.3253837626590337	2.809041301264415	3
7.335837506525382	-3.5807141526367894	1
-0.3436646061968017	-5.37308795877794	2
5.53024134503368	-1.1250099902422805	1
-2.7261392754306613	-12.145334492576477	0
1.9539634848638672	4.277395252955725	3
1.8763735719571961	1.685810023450998	3
3.0327781473248727	4.1111741391947465	3
6.711929450037727	-3.86732753856255	1
-4.457544218880225	-10.293534163354382	0
-6.455850781679202	-8.91783645136303	0
-1.785377315394531	-3.116223953931876	2
-2.703395449078565	1.5701819646517572	3
-1.643870654213045	-9.14034975176281	0
6.554669347148297	-5.219303348642742	1
-3.698616089614604	-6.082060891586603	2
6.113630458283358	-3.777257089989889	1
-1.759742477841021	-8.479953731615645	0
-1.7265816080515572	-9.701670931314135	0
0.6891090248546661	3.6552507130009833	3
7.29243305653258	-6.405961467869918	1
5.000472061128676	-4.566783120085292	1
4.133263960307952	2.33022164800167	3
1.6406506750852465	0.4492027253048172	3
7.633344910951715	-2.4978451440503227	1
-0.37792916985636016	-3.8309455870249547	2
-1.1839535549937281	-10.725099134499036	0
6.295153072042964	-3.1999786252941025	1
-2.9056694955446667	-2.415616187155189	2
-0.28928006569003173	-2.510190668246002	2
-0.4446013047360782	-7.620491368795973	0
-0.2250277952350117	-9.50167891275855	0
7.415290088392977	-4.609685419380764	1
7.626313178688776	-4.7723121844574825	1
6.1463962809422155	-4.300222203258259	1
-3.2001320865272995	-9.586165468812757	0
-3.6073771381226742	-7.81603999185959	2
1.7507793489250298	3.1112867216822475	3
0.05719658186677595	2.7458496272975035	3
-2.205819157831858	-2.812135744361265	2
5.880140701029614	-4.38409955816055	1
6.68583131374216	-4.112872219257688	1
5.802048413671815	-5.896461843783836	1
4.359609468295503	-3.503635300450202	1
-0.8226971976780946	-10.888695348231893	0
7.170134673576378	-4.088296371669646	1
6.110358861517136	-2.4952717361322687	1
1.9337576151608298	-4.01809082036252	2
0.3449847013622285	-11.617049464912753	0
3.745632922679886	2.1258888800845135	3
4.979367605273382	-3.931248076088737	1
5.3969623214739135	-4.456885674636207	1
-2.1646740301515783	-10.932652969478234	0
-1.3489210938486007	0.5405323794570551	3
2.6618530241009113	3.5904685260946483	3
6.704134989951408	-2.7025017178156787	1
-1.713900584248373	-9.308987641176666	0
6.307682962980913	-5.426973299643107	1
-0.1667189221246399	4.628042239784551	3
0.909125185300728	2.888618461512064	3
0.7900992492948843	2.653056631321589	3
-3.4083382776143005	-8.325785546908989	0
-0.4844372337030314	2.2884272233333625	3
6.026930340746741	-5.5783081210005285	1
-2.731325870917325	-9.232760464909159	0
-2.3286304796135604	-1.5471449024898196	2
2.071332423388692	1.4220034343787191	3
-1.9132644179741998	-8.329545550257526	0
0.5591909456613724	-2.82701311464666	2
-1.6403771522508785	-1.2751916648340642	2
7.022848395620155	-6.178652295655435	1
-2.252752384999942	-10.190396656009742	0
-0.5963114027094895	-2.459891137375947	2
1.3084097710295381	2.563577369465005	3
-1.6006020771780405	-3.7503509528846344	2
-1.4996407468093436	-6.149996187974926	2
-2.440806361665916	-0.9871147353665983	2
-0.5781286235820502	4.4933374267601565	3
-4.233642786019299	-7.914014339210026	0
2.485809991160384	1.1250422922382626	3
3.6536588749532894	-8.320358334551473	0
